아	a
勖	nguk
奧	nguk
彧	nguk
拗	nguk
旭	nguk
昱	nguk
栯	nguk
澳	nguk
煜	nguk
燠	nguk
稶	nguk
郁	nguk
頊	nguk
亐	ngul
尉	ngul
苑	ngul
蔚	ngul
鬱	ngul
云	ngun
員	ngun
惲	ngun
暈	ngun
橒	ngun
殞	ngun
沄	ngun
澐	ngun
煇	ngun
熉	ngun
篔	ngun
紜	ngun
耘	ngun
芸	ngun
蕓	ngun
運	ngun
隕	ngun
雲	ngun
霣	ngun
韵	ngun
韻	ngun
暈	ngun
熊	ngung
雄	ngung
哇	ngwa
囮	ngwa
娃	ngwa
婐	ngwa
枙	ngwa
汚	ngwa
洼	ngwa
渦	ngwa
猧	ngwa
瓦	ngwa
窊	ngwa
窩	ngwa
窪	ngwa
臥	ngwa
萵	ngwa
蛙	ngwa
蝸	ngwa
訛	ngwa
譌	ngwa
倭	ngwae
娃	ngwae
媧	ngwae
歪	ngwae
矮	ngwae
蛙	ngwae
曰	ngwal
刓	ngwan
垸	ngwan
妧	ngwan
婉	ngwan
完	ngwan
宛	ngwan
岏	ngwan
忨	ngwan
惋	ngwan
梡	ngwan
椀	ngwan
浣	ngwan
涴	ngwan
玩	ngwan
琓	ngwan
琬	ngwan
盌	ngwan
碗	ngwan
緩	ngwan
翫	ngwan
脘	ngwan
腕	ngwan
莞	ngwan
豌	ngwan
阮	ngwan
頑	ngwan
尫	ngwang
往	ngwang
旺	ngwang
枉	ngwang
汪	ngwang
瀇	ngwang
王	ngwang
迬	ngwang
位	ngwi
偉	ngwi
僞	ngwi
危	ngwi
喟	ngwi
圍	ngwi
委	ngwi
威	ngwi
尉	ngwi
幃	ngwi
慰	ngwi
暐	ngwi
渭	ngwi
煒	ngwi
熨	ngwi
爲	ngwi
瑋	ngwi
痿	ngwi
緯	ngwi
胃	ngwi
萎	ngwi
葦	ngwi
葳	ngwi
蔿	ngwi
蝟	ngwi
衛	ngwi
衞	ngwi
褘	ngwi
諉	ngwi
謂	ngwi
逶	ngwi
違	ngwi
闈	ngwi
韋	ngwi
韙	ngwi
韡	ngwi
餧	ngwi
骪	ngwi
魏	ngwi
刖	ngwol
曰	ngwol
月	ngwol
粤	ngwol
越	ngwol
鉞	ngwol
京	ngwon
元	ngwon
円	ngwon
冤	ngwon
原	ngwon
員	ngwon
園	ngwon
圓	ngwon
圜	ngwon
垣	ngwon
媛	ngwon
嫄	ngwon
寃	ngwon
怨	ngwon
愿	ngwon
援	ngwon
杬	ngwon
楥	ngwon
沅	ngwon
洹	ngwon
湲	ngwon
源	ngwon
爰	ngwon
猨	ngwon
猿	ngwon
瑗	ngwon
綩	ngwon
芫	ngwon
苑	ngwon
薗	ngwon
蜿	ngwon
袁	ngwon
謜	ngwon
轅	ngwon
遠	ngwon
鋺	ngwon
阮	ngwon
院	ngwon
隕	ngwon
願	ngwon
騵	ngwon
鴛	ngwon
鵷	ngwon
黿	ngwon
阮	ngwon
也	ngya
倻	ngya
冶	ngya
埜	ngya
夜	ngya
惹	ngya
揶	ngya
斜	ngya
椰	ngya
爺	ngya
耶	ngya
若	ngya
野	ngya
若	ngya
弱	ngyak
掠	ngyak
爚	ngyak
略	ngyak
禴	ngyak
篛	ngyak
籥	ngyak
約	ngyak
若	ngyak
葯	ngyak
蒻	ngyak
藥	ngyak
躍	ngyak
鑰	ngyak
鰯	ngyak
鶸	ngyak
龠	ngyak
掠	ngyak
略	ngyak
亮	ngyang
佯	ngyang
俍	ngyang
兩	ngyang
凉	ngyang
壤	ngyang
孃	ngyang
徉	ngyang
恙	ngyang
揚	ngyang
攘	ngyang
敭	ngyang
暘	ngyang
梁	ngyang
楊	ngyang
樣	ngyang
洋	ngyang
湯	ngyang
漾	ngyang
瀁	ngyang
瀼	ngyang
烊	ngyang
煬	ngyang
痒	ngyang
瘍	ngyang
癢	ngyang
眻	ngyang
禳	ngyang
穰	ngyang
糧	ngyang
羊	ngyang
良	ngyang
蘘	ngyang
襄	ngyang
詳	ngyang
諒	ngyang
讓	ngyang
輰	ngyang
釀	ngyang
量	ngyang
鑲	ngyang
陽	ngyang
颺	ngyang
養	ngyang
驤	ngyang
亮	ngyang
兩	ngyang
凉	ngyang
梁	ngyang
糧	ngyang
良	ngyang
諒	ngyang
量	ngyang
乂	ngye
例	ngye
倪	ngye
兒	ngye
刈	ngye
叡	ngye
囈	ngye
嫛	ngye
拽	ngye
掜	ngye
曳	ngye
枘	ngye
汭	ngye
泄	ngye
濊	ngye
猊	ngye
獩	ngye
睨	ngye
睿	ngye
瞖	ngye
禮	ngye
穢	ngye
繄	ngye
翳	ngye
艾	ngye
芮	ngye
苅	ngye
蕊	ngye
蕋	ngye
薉	ngye
藝	ngye
蘂	ngye
蚋	ngye
蜺	ngye
裔	ngye
詣	ngye
譽	ngye
豫	ngye
醴	ngye
銳	ngye
隷	ngye
隸	ngye
霓	ngye
預	ngye
鯢	ngye
鷖	ngye
麑	ngye
例	ngye
禮	ngye
醴	ngye
隸	ngye
予	ngyeo
余	ngyeo
勵	ngyeo
呂	ngyeo
女	ngyeo
如	ngyeo
廬	ngyeo
旅	ngyeo
歟	ngyeo
汝	ngyeo
濾	ngyeo
璵	ngyeo
礖	ngyeo
礪	ngyeo
舁	ngyeo
與	ngyeo
艅	ngyeo
茹	ngyeo
輿	ngyeo
轝	ngyeo
邪	ngyeo
闾	ngyeo
除	ngyeo
餘	ngyeo
驪	ngyeo
麗	ngyeo
黎	ngyeo
勵	ngyeo
呂	ngyeo
女	ngyeo
廬	ngyeo
旅	ngyeo
濾	ngyeo
礪	ngyeo
閭	ngyeo
驪	ngyeo
麗	ngyeo
黎	ngyeo
亦	ngyeok
力	ngyeok
域	ngyeok
射	ngyeok
嶧	ngyeok
役	ngyeok
懌	ngyeok
易	ngyeok
曆	ngyeok
歷	ngyeok
淢	ngyeok
疫	ngyeok
繹	ngyeok
譯	ngyeok
轢	ngyeok
逆	ngyeok
閾	ngyeok
驛	ngyeok
力	ngyeok
曆	ngyeok
歷	ngyeok
轢	ngyeok
列	ngyeol
劣	ngyeol
咽	ngyeol
噎	ngyeol
悅	ngyeol
涅	ngyeol
烈	ngyeol
熱	ngyeol
裂	ngyeol
說	ngyeol
閱	ngyeol
列	ngyeol
劣	ngyeol
咽	ngyeol
烈	ngyeol
裂	ngyeol
說	ngyeol
冉	ngyeom
厭	ngyeom
塩	ngyeom
壓	ngyeom
廉	ngyeom
念	ngyeom
懕	ngyeom
扊	ngyeom
捻	ngyeom
染	ngyeom
檶	ngyeom
檿	ngyeom
殮	ngyeom
灎	ngyeom
灩	ngyeom
炎	ngyeom
焰	ngyeom
琰	ngyeom
簾	ngyeom
艶	ngyeom
苒	ngyeom
覃	ngyeom
釅	ngyeom
錟	ngyeom
閻	ngyeom
饜	ngyeom
髥	ngyeom
魘	ngyeom
鹽	ngyeom
黶	ngyeom
廉	ngyeom
念	ngyeom
捻	ngyeom
殮	ngyeom
簾	ngyeom
兗	ngyeon
嚥	ngyeon
囦	ngyeon
埏	ngyeon
堧	ngyeon
姸	ngyeon
娟	ngyeon
嬿	ngyeon
宴	ngyeon
年	ngyeon
延	ngyeon
悁	ngyeon
憐	ngyeon
戀	ngyeon
挻	ngyeon
捐	ngyeon
掾	ngyeon
撚	ngyeon
曣	ngyeon
椽	ngyeon
櫞	ngyeon
沇	ngyeon
沿	ngyeon
涎	ngyeon
涓	ngyeon
淵	ngyeon
渷	ngyeon
演	ngyeon
漣	ngyeon
烟	ngyeon
然	ngyeon
煉	ngyeon
煙	ngyeon
燃	ngyeon
燕	ngyeon
璉	ngyeon
硏	ngyeon
硯	ngyeon
秊	ngyeon
筵	ngyeon
緣	ngyeon
練	ngyeon
縯	ngyeon
羨	ngyeon
聯	ngyeon
臙	ngyeon
莚	ngyeon
蓮	ngyeon
蜵	ngyeon
蠕	ngyeon
衍	ngyeon
讌	ngyeon
軟	ngyeon
輦	ngyeon
連	ngyeon
鉛	ngyeon
鍊	ngyeon
閼	ngyeon
需	ngyeon
鳶	ngyeon
鷰	ngyeon
年	ngyeon
憐	ngyeon
戀	ngyeon
撚	ngyeon
漣	ngyeon
煉	ngyeon
璉	ngyeon
秊	ngyeon
練	ngyeon
聯	ngyeon
輦	ngyeon
蓮	ngyeon
連	ngyeon
鍊	ngyeon
令	ngyeong
咏	ngyeong
囹	ngyeong
塋	ngyeong
嬰	ngyeong
嬴	ngyeong
寧	ngyeong
嶸	ngyeong
嶺	ngyeong
影	ngyeong
怜	ngyeong
映	ngyeong
暎	ngyeong
楹	ngyeong
榮	ngyeong
永	ngyeong
泳	ngyeong
浧	ngyeong
渶	ngyeong
潁	ngyeong
濚	ngyeong
濴	ngyeong
瀛	ngyeong
瀯	ngyeong
煐	ngyeong
營	ngyeong
獰	ngyeong
玲	ngyeong
瑛	ngyeong
瑩	ngyeong
瓔	ngyeong
癭	ngyeong
盈	ngyeong
碤	ngyeong
穎	ngyeong
縈	ngyeong
纓	ngyeong
羚	ngyeong
聆	ngyeong
英	ngyeong
蠑	ngyeong
詠	ngyeong
贏	ngyeong
迎	ngyeong
郢	ngyeong
鈴	ngyeong
鍈	ngyeong
零	ngyeong
霙	ngyeong
靈	ngyeong
韺	ngyeong
領	ngyeong
齡	ngyeong
令	ngyeong
囹	ngyeong
寧	ngyeong
嶺	ngyeong
怜	ngyeong
玲	ngyeong
瑩	ngyeong
羚	ngyeong
聆	ngyeong
鈴	ngyeong
零	ngyeong
靈	ngyeong
領	ngyeong
厭	ngyeop
曄	ngyeop
曅	ngyeop
熀	ngyeop
燁	ngyeop
爗	ngyeop
獵	ngyeop
葉	ngyeop
靨	ngyeop
獵	ngyeop
了	ngyo
偠	ngyo
僚	ngyo
僥	ngyo
凹	ngyo
喓	ngyo
坳	ngyo
堯	ngyo
墝	ngyo
夭	ngyo
妖	ngyo
姚	ngyo
嬈	ngyo
寥	ngyo
寮	ngyo
尿	ngyo
嶢	ngyo
幺	ngyo
徭	ngyo
徼	ngyo
拗	ngyo
揄	ngyo
搖	ngyo
撓	ngyo
擾	ngyo
料	ngyo
曜	ngyo
樂	ngyo
橈	ngyo
殀	ngyo
澆	ngyo
燎	ngyo
燿	ngyo
猶	ngyo
瑤	ngyo
療	ngyo
祅	ngyo
穾	ngyo
窅	ngyo
窈	ngyo
窯	ngyo
繇	ngyo
繞	ngyo
耀	ngyo
腰	ngyo
蓼	ngyo
蕘	ngyo
蟯	ngyo
要	ngyo
謠	ngyo
踰	ngyo
遙	ngyo
遶	ngyo
遼	ngyo
邀	ngyo
陶	ngyo
饒	ngyo
鷂	ngyo
樂	ngyo
了	ngyo
僚	ngyo
寮	ngyo
尿	ngyo
料	ngyo
樂	ngyo
燎	ngyo
療	ngyo
蓼	ngyo
遼	ngyo
慾	ngyok
欲	ngyok
浴	ngyok
溽	ngyok
縟	ngyok
蓐	ngyok
褥	ngyok
辱	ngyok
俑	ngyong
傛	ngyong
傭	ngyong
冗	ngyong
勇	ngyong
埇	ngyong
墉	ngyong
宂	ngyong
容	ngyong
嵱	ngyong
庸	ngyong
慂	ngyong
慵	ngyong
憃	ngyong
榕	ngyong
槦	ngyong
涌	ngyong
湧	ngyong
溶	ngyong
熔	ngyong
瑢	ngyong
用	ngyong
甬	ngyong
硧	ngyong
聳	ngyong
舂	ngyong
茸	ngyong
蓉	ngyong
蛹	ngyong
踊	ngyong
踴	ngyong
鎔	ngyong
鏞	ngyong
龍	ngyong
龍	ngyong
乳	ngyu
侑	ngyu
儒	ngyu
兪	ngyu
冘	ngyu
劉	ngyu
又	ngyu
呦	ngyu
唯	ngyu
喩	ngyu
囿	ngyu
壝	ngyu
孺	ngyu
宥	ngyu
帷	ngyu
幼	ngyu
幽	ngyu
庾	ngyu
悠	ngyu
惟	ngyu
愈	ngyu
愉	ngyu
懦	ngyu
揄	ngyu
揉	ngyu
攸	ngyu
斿	ngyu
有	ngyu
杻	ngyu
柔	ngyu
柚	ngyu
柳	ngyu
楡	ngyu
楢	ngyu
沇	ngyu
油	ngyu
泑	ngyu
洧	ngyu
流	ngyu
游	ngyu
溜	ngyu
濡	ngyu
牖	ngyu
猶	ngyu
猷	ngyu
琉	ngyu
瑜	ngyu
由	ngyu
留	ngyu
瘉	ngyu
瘐	ngyu
癒	ngyu
硫	ngyu
窬	ngyu
窳	ngyu
籲	ngyu
糅	ngyu
紐	ngyu
維	ngyu
緌	ngyu
肉	ngyu
腴	ngyu
臾	ngyu
莠	ngyu
萸	ngyu
蕕	ngyu
蕤	ngyu
蚰	ngyu
蚴	ngyu
蝤	ngyu
裕	ngyu
褕	ngyu
誘	ngyu
諛	ngyu
諭	ngyu
讉	ngyu
踰	ngyu
蹂	ngyu
逌	ngyu
逾	ngyu
遊	ngyu
遺	ngyu
酉	ngyu
釉	ngyu
鍮	ngyu
雖	ngyu
鞣	ngyu
類	ngyu
鮪	ngyu
黝	ngyu
鼬	ngyu
龥	ngyu
劉	ngyu
杻	ngyu
柳	ngyu
流	ngyu
溜	ngyu
琉	ngyu
留	ngyu
硫	ngyu
紐	ngyu
類	ngyu
儥	ngyuk
六	ngyuk
堉	ngyuk
戮	ngyuk
毓	ngyuk
粥	ngyuk
肉	ngyuk
育	ngyuk
陸	ngyuk
六	ngyuk
戮	ngyuk
陸	ngyuk
律	ngyul
慄	ngyul
栗	ngyul
潏	ngyul
率	ngyul
矞	ngyul
聿	ngyul
律	ngyul
慄	ngyul
栗	ngyul
率	ngyul
倫	ngyun
允	ngyun
勻	ngyun
奫	ngyun
尹	ngyun
崙	ngyun
昀	ngyun
淪	ngyun
潤	ngyun
玧	ngyun
胤	ngyun
贇	ngyun
輪	ngyun
鈗	ngyun
鋆	ngyun
閏	ngyun
倫	ngyun
崙	ngyun
淪	ngyun
輪	ngyun
戎	ngyung
瀜	ngyung
狨	ngyung
絨	ngyung
融	ngyung
隆	ngyung
隆	ngyung
你	ni
呢	ni
尼	ni
怩	ni
柅	ni
泥	ni
祢	ni
禰	ni
膩	ni
匿	nik
溺	nik
昵	nil
暱	nil
努	no
勞	no
呶	no
奴	no
孥	no
峱	no
帑	no
弩	no
怒	no
擄	no
櫓	no
爐	no
猱	no
瑙	no
盧	no
笯	no
老	no
臑	no
蘆	no
虜	no
路	no
露	no
駑	no
魯	no
鷺	no
勞	no
擄	no
櫓	no
爐	no
盧	no
老	no
蘆	no
虜	no
路	no
露	no
魯	no
鷺	no
惱	noe
牢	noe
磊	noe
腦	noe
賂	noe
雷	noe
餒	noe
牢	noe
磊	noe
賂	noe
雷	noe
碌	nok
祿	nok
綠	nok
菉	nok
錄	nok
鹿	nok
碌	nok
祿	nok
綠	nok
菉	nok
錄	nok
鹿	nok
論	non
論	non
儂	nong
噥	nong
壟	nong
弄	nong
濃	nong
穠	nong
籠	nong
聾	nong
膿	nong
農	nong
醲	nong
壟	nong
弄	nong
籠	nong
聾	nong
啂	nu
壘	nu
婁	nu
屢	nu
樓	nu
淚	nu
漏	nu
累	nu
縷	nu
耨	nu
陋	nu
壘	nu
屢	nu
樓	nu
淚	nu
漏	nu
累	nu
縷	nu
陋	nu
吶	nul
肭	nul
訥	nul
嫩	nun
兩	nyang
女	nyeo
惄	nyeok
念	nyeom
恬	nyeom
拈	nyeom
捻	nyeom
年	nyeon
撚	nyeon
碾	nyeon
秊	nyeon
輾	nyeon
佞	nyeong
儜	nyeong
嚀	nyeong
寗	nyeong
寧	nyeong
攘	nyeong
濘	nyeong
攝	nyeop
嫋	nyo
嬲	nyo
尿	nyo
橈	nyo
淖	nyo
溺	nyo
磠	nyo
裊	nyo
鐃	nyo
忸	nyu
杻	nyu
紐	nyu
靵	nyu
衄	nyuk
五	o
仵	o
伍	o
俉	o
俣	o
傲	o
午	o
吳	o
吾	o
唔	o
嗚	o
嗷	o
噁	o
圬	o
塢	o
墺	o
夭	o
奧	o
娛	o
媪	o
嫯	o
寤	o
忤	o
悟	o
惡	o
慠	o
懊	o
捂	o
敖	o
於	o
旿	o
晤	o
梧	o
汙	o
汚	o
澳	o
烏	o
熬	o
獒	o
窹	o
筽	o
聱	o
茣	o
蜈	o
襖	o
誤	o
謷	o
迂	o
迃	o
迕	o
遨	o
鏊	o
鏖	o
隩	o
驁	o
魚	o
鰲	o
鼇	o
鼯	o
惡	o
偎	oe
外	oe
威	oe
崴	oe
嵔	oe
嵬	oe
巍	oe
渨	oe
煨	oe
猥	oe
畏	oe
碨	oe
磈	oe
聵	oe
隗	oe
屋	ok
沃	ok
獄	ok
玉	ok
鈺	ok
阿	ok
兀	ol
嗢	ol
膃	ol
媼	on
慍	on
昷	on
氳	on
溫	on
熅	on
瑥	on
瘟	on
穩	on
縕	on
薀	on
蘊	on
轀	on
醞	on
韞	on
饂	on
鰮	on
喁	ong
壅	ong
廱	ong
擁	ong
滃	ong
瓮	ong
甕	ong
癕	ong
癰	ong
禺	ong
罋	ong
翁	ong
蓊	ong
邕	ong
雍	ong
雝	ong
顒	ong
饔	ong
叵	pa
坡	pa
妑	pa
婆	pa
岥	pa
巴	pa
怕	pa
把	pa
播	pa
擺	pa
杷	pa
波	pa
派	pa
灞	pa
爬	pa
爸	pa
玻	pa
琶	pa
番	pa
皤	pa
破	pa
磻	pa
笆	pa
簸	pa
罷	pa
耙	pa
芭	pa
菠	pa
葩	pa
跛	pa
鄱	pa
陂	pa
頗	pa
佩	pae
唄	pae
孛	pae
悖	pae
敗	pae
旆	pae
沛	pae
浿	pae
牌	pae
狽	pae
珮	pae
稗	pae
肺	pae
覇	pae
貝	pae
霈	pae
霸	pae
亨	paeng
庄	paeng
彭	paeng
旁	paeng
澎	paeng
烹	paeng
砰	paeng
祊	paeng
膨	paeng
蟚	paeng
蟛	paeng
八	pal
叭	pal
捌	pal
朳	pal
汃	pal
判	pan
反	pan
坂	pan
板	pan
汴	pan
版	pan
瓣	pan
販	pan
辦	pan
鈑	pan
阪	pan
彼	pi
披	pi
波	pi
疲	pi
皮	pi
罷	pi
被	pi
詖	pi
跛	pi
辟	pi
避	pi
陂	pi
鞁	pi
髲	pi
腷	pik
佖	pil
佛	pil
匹	pil
咇	pil
弼	pil
必	pil
拂	pil
泌	pil
滭	pil
珌	pil
畢	pil
疋	pil
筆	pil
篳	pil
罼	pil
苾	pil
蓽	pil
觱	pil
蹕	pil
鞸	pil
韠	pil
馝	pil
駜	pil
鵯	pil
泌	pil
乏	pip
偪	pip
幅	pip
泛	pip
逼	pip
佈	po
儤	po
包	po
匍	po
匏	po
咆	po
哺	po
圃	po
布	po
庖	po
怖	po
扶	po
抛	po
抱	po
捕	po
晡	po
暴	po
曓	po
曝	po
泡	po
浦	po
炮	po
炰	po
疱	po
砲	po
胞	po
脯	po
舖	po
苞	po
葡	po
蒲	po
袍	po
褒	po
誧	po
逋	po
鉋	po
鋪	po
鞄	po
飽	po
餔	po
鮑	po
鯆	po
暴	po
幅	pok
暴	pok
曝	pok
瀑	pok
爆	pok
輻	pok
暴	pok
輻	pok
乶	pol
品	pum
禀	pum
稟	pum
分	pun
楓	pung
瘋	pung
葑	pung
諷	pung
豊	pung
風	pung
馮	pung
愎	pyak
吠	pye
嬖	pye
幣	pye
廢	pye
弊	pye
敝	pye
斃	pye
狴	pye
獘	pye
癈	pye
肺	pye
蔽	pye
蘗	pye
閉	pye
陛	pye
砭	pyeom
窆	pyeom
貶	pyeom
便	pyeon
偏	pyeon
匾	pyeon
徧	pyeon
惼	pyeon
扁	pyeon
片	pyeon
篇	pyeon
編	pyeon
緶	pyeon
翩	pyeon
艑	pyeon
萹	pyeon
蝙	pyeon
褊	pyeon
諞	pyeon
辨	pyeon
辯	pyeon
遍	pyeon
鞭	pyeon
騙	pyeon
坪	pyeong
平	pyeong
怦	pyeong
抨	pyeong
枰	pyeong
泙	pyeong
硼	pyeong
苹	pyeong
萍	pyeong
蓱	pyeong
評	pyeong
鮃	pyeong
俵	pyo
僄	pyo
剽	pyo
勡	pyo
嘌	pyo
嫖	pyo
彪	pyo
慓	pyo
摽	pyo
杓	pyo
標	pyo
殍	pyo
漂	pyo
熛	pyo
瓢	pyo
票	pyo
縹	pyo
莩	pyo
表	pyo
裱	pyo
豹	pyo
鏢	pyo
鑣	pyo
飄	pyo
飇	pyo
驃	pyo
髟	pyo
鰾	pyo
倮	ra
刺	ra
喇	ra
囉	ra
懶	ra
拏	ra
曪	ra
瘰	ra
癩	ra
砢	ra
累	ra
羅	ra
臝	ra
蘿	ra
螺	ra
裸	ra
邏	ra
鑼	ra
騾	ra
驘	ra
拏	ra
來	rae
崍	rae
徠	rae
淶	rae
萊	rae
釐	rae
騋	rae
冷	raeng
掠	raeng
嗠	rak
樂	rak
洛	rak
烙	rak
犖	rak
珞	rak
絡	rak
落	rak
諾	rak
輅	rak
酪	rak
駱	rak
樂	rak
諾	rak
剌	ral
埒	ral
辢	ral
辣	ral
婪	ram
嵐	ram
惏	ram
擥	ram
攬	ram
欖	ram
濫	ram
籃	ram
纜	ram
藍	ram
襤	ram
覽	ram
丹	ran
亂	ran
卵	ran
嬾	ran
幱	ran
攔	ran
欄	ran
欒	ran
瀾	ran
灓	ran
爛	ran
蘭	ran
襴	ran
鑾	ran
闌	ran
鸞	ran
丹	ran
娘	rang
廊	rang
朗	rang
榔	rang
浪	rang
狼	rang
琅	rang
瑯	rang
硠	rang
稂	rang
莨	rang
蜋	rang
螂	rang
郞	rang
閬	rang
拉	rap
臘	rap
蠟	rap
鑞	rap
勒	reuk
泐	reuk
肋	reuk
凛	reum
凜	reum
廩	reum
澟	reum
稟	reum
倰	reung
凌	reung
楞	reung
稜	reung
綾	reung
菱	reung
蔆	reung
陵	reung
俐	ri
俚	ri
利	ri
剺	ri
厘	ri
吏	ri
哩	ri
唎	ri
娌	ri
嫠	ri
履	ri
悧	ri
李	ri
梨	ri
浬	ri
涖	ri
漓	ri
犁	ri
狸	ri
理	ri
璃	ri
異	ri
痢	ri
离	ri
籬	ri
罹	ri
羸	ri
莅	ri
莉	ri
蜊	ri
螭	ri
裏	ri
裡	ri
貍	ri
邐	ri
里	ri
釐	ri
離	ri
魑	ri
鯉	ri
黐	ri
異	ri
吝	rim
嶙	rim
悋	rim
林	rim
淋	rim
潾	rim
燐	rim
獜	rim
琳	rim
璘	rim
磷	rim
粦	rim
粼	rim
繗	rim
臨	rim
藺	rim
躙	rim
躪	rim
轔	rim
鄰	rim
鏻	rim
隣	rim
霖	rim
驎	rim
鱗	rim
麟	rim
吝	rin
林	rin
淋	rin
潾	rin
燐	rin
琳	rin
璘	rin
痳	rin
臨	rin
藺	rin
躪	rin
隣	rin
霖	rin
鱗	rin
麟	rin
岦	rip
砬	rip
立	rip
笠	rip
粒	rip
勞	ro
塷	ro
壚	ro
廬	ro
怒	ro
撈	ro
擄	ro
櫓	ro
滷	ro
潞	ro
瀘	ro
爐	ro
玈	ro
癆	ro
盧	ro
窂	ro
老	ro
艪	ro
艫	ro
蘆	ro
虜	ro
路	ro
輅	ro
轤	ro
鐪	ro
鑪	ro
露	ro
顱	ro
髗	ro
魯	ro
鱸	ro
鷺	ro
鸕	ro
鹵	ro
怒	ro
儡	roe
攂	roe
瀨	roe
牢	roe
磊	roe
礌	roe
礧	roe
籟	roe
纇	roe
罍	roe
耒	roe
蕾	roe
誄	roe
賂	roe
賚	roe
賴	roe
酹	roe
雷	roe
顂	roe
類	roe
懶	roe
圥	rok
彔	rok
慮	rok
淥	rok
漉	rok
碌	rok
祿	rok
簏	rok
綠	rok
菉	rok
谷	rok
轆	rok
錄	rok
騄	rok
鹿	rok
麓	rok
論	ron
儱	rong
壟	rong
弄	rong
攏	rong
曨	rong
朧	rong
瀧	rong
瓏	rong
礱	rong
籠	rong
聾	rong
蘢	rong
隴	rong
龎	rong
龐	rong
僂	ru
嘍	ru
壘	ru
婁	ru
屢	ru
嶁	ru
慺	ru
樓	ru
淚	ru
漏	ru
瘻	ru
累	ru
縷	ru
耬	ru
蔞	ru
螻	ru
褸	ru
鏤	ru
陋	ru
髏	ru
掠	ryak
略	ryak
畧	ryak
亮	ryang
倆	ryang
兩	ryang
凉	ryang
喨	ryang
悢	ryang
梁	ryang
椋	ryang
樑	ryang
涼	ryang
粮	ryang
粱	ryang
糧	ryang
良	ryang
諒	ryang
踉	ryang
輛	ryang
量	ryang
魎	ryang
例	rye
冽	rye
澧	rye
禮	rye
醴	rye
隷	rye
隸	rye
鱧	rye
侶	ryeo
儢	ryeo
儷	ryeo
勵	ryeo
厲	ryeo
呂	ryeo
唳	ryeo
廬	ryeo
慮	ryeo
戾	ryeo
旅	ryeo
梠	ryeo
櫚	ryeo
濾	ryeo
癘	ryeo
礪	ryeo
糲	ryeo
膂	ryeo
臚	ryeo
藜	ryeo
蠡	ryeo
蠣	ryeo
邌	ryeo
錄	ryeo
鑢	ryeo
閭	ryeo
驢	ryeo
驪	ryeo
麗	ryeo
黎	ryeo
力	ryeok
攊	ryeok
曆	ryeok
櫟	ryeok
櫪	ryeok
歷	ryeok
瀝	ryeok
癧	ryeok
礫	ryeok
轢	ryeok
轣	ryeok
酈	ryeok
靂	ryeok
冽	ryeol
列	ryeol
劣	ryeol
挒	ryeol
捩	ryeol
洌	ryeol
烈	ryeol
裂	ryeol
颲	ryeol
奩	ryeom
廉	ryeom
斂	ryeom
殮	ryeom
濂	ryeom
瀲	ryeom
磏	ryeom
簾	ryeom
孌	ryeon
憐	ryeon
戀	ryeon
攣	ryeon
楝	ryeon
湅	ryeon
漣	ryeon
煉	ryeon
璉	ryeon
練	ryeon
聯	ryeon
蓮	ryeon
輦	ryeon
連	ryeon
鍊	ryeon
令	ryeong
伶	ryeong
另	ryeong
呤	ryeong
囹	ryeong
姈	ryeong
寧	ryeong
岭	ryeong
岺	ryeong
嶺	ryeong
怜	ryeong
昤	ryeong
欞	ryeong
泠	ryeong
玲	ryeong
秢	ryeong
笭	ryeong
羚	ryeong
翎	ryeong
聆	ryeong
苓	ryeong
蛉	ryeong
軨	ryeong
逞	ryeong
鈴	ryeong
零	ryeong
靈	ryeong
領	ryeong
鴒	ryeong
鹷	ryeong
齡	ryeong
寧	ryeong
獵	ryeop
躐	ryeop
鬣	ryeop
了	ryo
僚	ryo
嘹	ryo
嫽	ryo
寥	ryo
寮	ryo
廖	ryo
撩	ryo
料	ryo
暸	ryo
漻	ryo
潦	ryo
燎	ryo
獠	ryo
療	ryo
瞭	ryo
繆	ryo
繚	ryo
聊	ryo
膋	ryo
蓼	ryo
遼	ryo
醪	ryo
鐐	ryo
飂	ryo
飉	ryo
鬧	ryo
龍	ryong
龒	ryong
劉	ryu
旒	ryu
柳	ryu
榴	ryu
橊	ryu
流	ryu
游	ryu
溜	ryu
瀏	ryu
犁	ryu
琉	ryu
瑠	ryu
留	ryu
瘤	ryu
硫	ryu
縲	ryu
纍	ryu
謬	ryu
遛	ryu
類	ryu
鶹	ryu
僇	ryuk
六	ryuk
勠	ryuk
戮	ryuk
陸	ryuk
壘	ryul
嵂	ryul
律	ryul
慄	ryul
栗	ryul
溧	ryul
率	ryul
率	ryul
侖	ryun
倫	ryun
崙	ryun
掄	ryun
淪	ryun
綸	ryun
論	ryun
輪	ryun
癃	ryung
窿	ryung
隆	ryung
乍	sa
事	sa
些	sa
仕	sa
伺	sa
似	sa
使	sa
俟	sa
傞	sa
僿	sa
剚	sa
卸	sa
史	sa
司	sa
咋	sa
唆	sa
嗣	sa
四	sa
士	sa
奢	sa
姒	sa
娑	sa
寫	sa
寺	sa
射	sa
巳	sa
師	sa
徙	sa
思	sa
捨	sa
斜	sa
斯	sa
柶	sa
査	sa
梭	sa
楂	sa
榭	sa
死	sa
汜	sa
沙	sa
泗	sa
渣	sa
瀉	sa
犧	sa
獅	sa
痧	sa
皶	sa
砂	sa
社	sa
祀	sa
祠	sa
私	sa
