ㄱㄴ순 ㄱㄴ順
일체적 一切的
일체제품 一切製品
일체중생 一切衆生
일체지 一切智
일초 日草
일촉즉발 一觸卽發
일촌 一村
일촌간장 一寸肝腸
일촌광음 一寸光陰
일총 一寵
일총 一聰
일총하다 一聰하다
일촬토 一撮土
일축 一蹴
일축되다 一蹴되다
일축성결정 一軸性結晶
일축성관절 一軸性關節
일축하다 一蹴하다
일출 日出
일출 溢出
일출 逸出
일출권 逸出圈
일출하다 日出하다
일출하다 逸出하다
일취 逸趣
일취월장 日就月將
일취월장하다 日就月將하다
일취지몽 一炊之夢
일층 一層
일층소수파련 一層小水波連
일치 一致
일치단결 一致團結
일치단결하다 一致團結하다
일치되다 一致되다
일치법 一致法
일치요소 一致要素
일치점 一致點
일치하다 一致하다
일침 一針
일침 一鍼
일탄 逸彈
일탈 逸脫
일탈하다 逸脫하다
일토양세 一土兩稅
일통 一統
일통되다 一統되다
일통하다 一統하다
일파 一派
일파만파 一波萬波
일패 一牌
일패 日牌
일패도지 一敗塗地
일패도지하다 一敗塗地하다
일편 一便
일편 一片
일편고월 一片孤月
일편단심 一片丹心
일편주 一扁舟
일편천언 一遍千言
일평생 一平生
일폭 一幅
일폭십한 一曝十寒
일품 一品
일품 逸品
일품경 一品經
일품요리 一品料理
일풍 日風
일필 一筆
일필 逸筆
일필난기 一筆難記
일필서 一筆書
일필휘지 一筆揮之
일필휘지하다 一筆揮之하다
일하 一下
일하 一夏
일하 一瑕
일하 日下
일하무혜경 日下無蹊徑
일한 日寒
일한 日限
일한국 일汗國
일할 日割
일합 一合
일합 日合
일항 一行
일항서 一行書
일해 日害
일행 一行
일행 日行
일향 一向
일향 一珦
일향 一餉
일허일실법 一虛一實法
일현금 一弦琴
일현금 一絃琴
일혈 溢血
일혈점 溢血點
일호 一毫
일호 逸毫
일호반점 一毫半點
일호차착 一毫差錯
일호차착하다 一毫差錯하다
일화 日華
일화 日貨
일화 逸話
일화국 日華國
일화성 一化性
일화잠 一化蠶
일확 一攫
일확천금 一攫千金
일확하다 一攫하다
일환 一環
일환 逸丸
일환성 一換性
일환책 一環策
일회 一回
일회 一廻
일회결실성 一回結實性
일회기 一回忌
일회성 一回性
일회용 一回用
일회우상복엽 一回羽狀複葉
일회장상복엽 一回掌狀複葉
일회적 一回的
일회전 一回戰
일후 一吼
일후 日後
일후하다 一吼하다
일훈 日暈
일흥 一興
일흥 逸興
일희일비 一喜一悲
일희일비하다 一喜一悲하다
임 任
임 壬
임 妊
임 姙
임 媵
임 恁
임 林
임 淋
임 稔
임 絍
임 臨
임 荏
임 衽
임 賃
임 銋
임 飪
임 林
임 淋
임 臨
임간 林間
임간 林間
임간학교 林間學校
임간학교 林間學校
임갈굴정 臨渴掘井
임갈굴정 臨渴掘井
임갈굴정하다 臨渴掘井하다
임걸왕 壬乞王
임검 臨檢
임검 臨檢
임검하다 臨檢하다
임경 賃耕
임계 壬癸
임계 臨界
임계 臨界
임계각 臨界角
임계각 臨界角
임계비 臨界比
임계온도 臨界溫度
임계용해온도 臨界溶解溫度
임계질량 臨界質量
임계집합체 臨界集合體
임곡 臨哭
임공 壬公
임관 任官
임관 林冠
임관되다 任官되다
임관석 臨官席
임관석 臨官席
임관하다 任官하다
임괘 臨卦
임국 任國
임균 淋菌
임균성 淋菌性
임금 賃金
임금 林檎
임금개혁 賃金改革
임금격차 賃金格差
임금구조 賃金構造
임금기금설 賃金基金說
임금동결 賃金凍結
임금법 賃金法
임금법안 賃金法案
임금부담 賃金負擔
임금세력설 賃金勢力說
임금수준 賃金水準
임금억제 賃金抑制
임금인상 賃金引上
임금정책 賃金政策
임금제도 賃金制度
임금조정 賃金調整
임금지수 賃金指數
임금타결 賃金妥結
임금하한 賃金下限
임금학설 賃金學說
임금형태 賃金形態
임기 任期
임기 臨機
임기수용 任機收用
임기연장 任期延長
임기응변 臨機應變
임기응변 臨機應變
임기응변적 臨機應變的
임기응변하다 臨機應變하다
임나 任那
임년 壬年
임노동 賃勞動
임농 臨農
임농탈경 臨農奪耕
임농탈경 臨農奪耕
임농하다 臨農하다
임당 林塘
임대 賃貸
임대가격 賃貸價格
임대공단 賃貸工團
임대기간 賃貸期間
임대되다 賃貸되다
임대료 賃貸料
임대물 賃貸物
임대상한 賃貸上限
임대인 賃貸人
임대주택 賃貸住宅
임대지 賃貸地
임대차 賃貸借
임대차법 賃貸借法
임대책중 任大責重
임대하다 賃貸하다
임도 賃搗
임독 淋毒
임둔 臨屯
임둔군 臨屯郡
임란 壬亂
임란 林蘭
임란야사 壬亂野史
임령 林齡
임록 林麓
임료 賃料
임립 林立
임립하다 林立하다
임만 任滿
임만하다 任滿하다
임맥 任脈
임면 任免
임면권 任免權
임면하다 任免하다
임명 任命
임명 臨命
임명권자 任命權者
임명되다 任命되다
임명승인 任命承認
임명장 任命狀
임명종 臨命終
임명하다 任命하다
임목 林木
임목축적 林木蓄積
임무 任務
임무 臨撫
임문 臨文
임문하다 臨文하다
임민 臨民
임민하다 臨民하다
임박 荏粕
임박 臨迫
임박하다 臨迫하다
임반달 임半달
임발 臨發
임방 任房
임방 壬方
임병양란 壬丙兩亂
임부 妊婦
임부 姙婦
임부 賃夫
임분 林分
임사 任使
임사 淋絲
임사 臨事
임사 臨寫
임사 臨死
임사본 臨寫本
임사본 臨寫本
임사하다 臨死하다
임삭 臨朔
임삭하다 臨朔하다
임산 妊産
임산 姙産
임산 林山
임산 林産
임산 臨産
임산물 林産物
임산물 林産物
임산부 妊産婦
임산부 姙産婦
임산자원 林産資源
임산자원 林産資源
임상 臨床
임상 林相
임상 臨床
임상강의 臨床講義
임상강의 臨床講義
임상병리 臨床病理
임상병리학 臨床病理學
임상보고 臨床報告
임상생리 臨床生理
임상신문 臨床訊問
임상신문 臨床訊問
임상실험 臨床實驗
임상심리학 臨床心理學
임상약리학 臨床藥理學
임상연구 臨床硏究
임상의술 臨床醫術
임상의학 臨床醫學
임상의학 臨床醫學
임상하다 臨床하다
임상혈액 臨床血液
임상화학 臨床化學
임서 臨書
임석 臨席
임석경찰관 臨席警察官
임석하다 臨席하다
임성 稔性
임소 任所
임수 林藪
임술 壬戌
임습 霖濕
임시 壬時
임시 臨時
임시 臨時
임시 臨視
임시강사 臨時講師
임시고용 臨時雇傭
임시공무원 臨時公務員
임시공휴일 臨時公休日
임시국회 臨時國會
임시국회 臨時國會
임시낭패 臨時狼狽
임시낭패하다 臨時狼狽하다
임시법 臨時法
임시변통 臨時變通
임시변통 臨時變通
임시변통하다 臨時變通하다
임시비 臨時費
임시비 臨時費
임시빈소 臨時殯所
임시성 臨時性
임시손실 臨時損失
임시예산 臨時豫算
임시적 臨時的
임시적 臨時的
임시정부 臨時政府
임시정부 臨時政府
임시조치 臨時措置
임시졸판 臨時猝辦
임시졸판 臨時猝辦
임시졸판하다 臨時猝辦하다
임시지출 臨時支出
임시직 臨時職
임시처변 臨時處變
임시처변하다 臨時處變하다
임시표 臨時標
임시표 臨時標
임시회 臨時會
임시회 臨時會
임신 壬申
임신 妊娠
임신 姙娠
임신부 妊娠婦
임신부 姙娠婦
임신서기석 壬申誓記石
임신중독증 姙娠中毒症
임신중절 妊娠中絶
임신하다 妊娠하다
임신하다 姙娠하다
임악 臨岳
임안 臨按
임압 臨壓
임야 林野
임야세 林野稅
임야세 林野稅
임약하다 荏弱하다
임어 臨御
임어하다 臨御하다
임업 林業
임업 林業
임업시험장 林業試驗場
임업예산 林業豫算
임염 荏染
임염 荏苒
임염하다 荏染하다
임염하다 荏苒하다
임오 壬午
임오군란 壬午軍亂
임오옥 壬午獄
임용 任用
임용 賃傭
임용권 任用權
임용규정 任用規定
임용되다 任用되다
임용보장 任用保障
임용하다 任用하다
임우 霖雨
임원 任員
임원 林源
임원 林苑
임원겸직 任員兼職
임원보수 任員報酬
임원선임 任員選任
임원인사 任員人事
임원직 任員職
임월 臨月
임월 臨月
임의 任意
임의공범 任意共犯
임의공채 任意公債
임의단체 任意團體
임의대리 任意代理
임의대리인 任意代理人
임의동행 任意同行
임의로 任意로
임의로이 任意로이
임의롭다 任意롭다
임의법 任意法
임의보험 任意保險
임의수사 任意搜査
임의적 任意的
임의조정 任意調停
임의준비금 任意準備金
임의추출법 任意抽出法
임의출두 任意出頭
임의표본 任意標本
임인 壬人
임인 壬寅
임인자 壬寅字
임일 壬日
임자 壬子
임자 荏子
임자지전 任子之典
임작 荏雀
임장 任掌
임장 臨場
임장 林葬
임장 臨場
임장감 臨場感
임장하다 臨場하다
임재 臨齋
임전 臨戰
임전 賃錢
임전 臨戰
임전무퇴 臨戰無退
임전무퇴 臨戰無退
임전태세 臨戰態勢
임전태세 臨戰態勢
임전하다 臨戰하다
임정 林政
임정 林政
임정 臨政
임정법통 臨政法統
임제종 臨濟宗
임종 臨終
임종 林鐘
임종 臨終
임종불 臨終佛
임종하다 臨終하다
임좌 壬坐
임좌병향 壬坐丙向
임중도원 任重道遠
임중불매신 林中不賣薪
임지 任地
임지 林地
임지 稔知
임지 臨地
임지 林地
임지 臨地
임지 臨池
임직 任職
임직되다 任職되다
임직원 任職員
임직하다 任職하다
임진 壬辰
임진 臨陣
임진대적 臨陣對敵
임진대적하다 臨陣對敵하다
임진란 壬辰亂
임진록 壬辰錄
임진사충신 壬辰四忠臣
임진역장 臨陣易將
임진역장 臨陣易將
임진역장하다 臨陣易將하다
임진왜란 壬辰倭亂
임진하다 臨陣하다
임질 淋疾
임질 淋疾
임차 賃借
임차가능 賃借可能
임차권 賃借權
임차농지 賃借農地
임차되다 賃借되다
임차료 賃借料
임차물 賃借物
임차인 賃借人
임차하다 賃借하다
임참간괴 林慙磵愧
임천 任天
임천 林泉
임천하다 任天하다
임첩 臨帖
임첩하다 臨帖하다
임충 臨衝
임충민공실기 林忠愍公實記
임치 任置
임치되다 任置되다
임치인 任置人
임치증서 任置證書
임치하다 任置하다
임타 任他
임파 淋巴
임파구 淋巴球
임파구증다증 淋巴球增多症
임파선 淋巴腺
임파성백혈병 淋巴性白血病
임파액 淋巴液
임파양조직 淋巴樣組織
임편 任便
임포 賃鋪
임하다 任하다
임하다 臨하다
임하부인 林下夫人
임하유문 林下儒門
임학 林學
임학과 林學科
임한 淋汗
임항 臨港
임항하다 臨港하다
임해 臨海
임해 林海
임해 臨海
임해국 臨海國
임해전지 臨海殿址
임해하다 臨海하다
임행 臨幸
임행하다 臨幸하다
임현사능 任賢使能
임현사능하다 任賢使能하다
임협 任俠
임화 臨畵
임황 臨況
입 入
입 卄
입 廿
입 立
입 笠
입 粒
입 立
입 笠
입 粒
입가 入家
입각 入閣
입각 立脚
입각되다 入閣되다
입각지 立脚地
입각착래 立刻捉來
입각하다 入閣하다
입각하다 立脚하다
입간판 立看板
입감 入監
입감 入鑑
입감되다 入監되다
입감하다 入監하다
입감하다 入鑑하다
입갱 入坑
입갱하다 入坑하다
입거 入居
입거 入渠
입거목 入居木
입거하다 入渠하다
입건 立件
입건되다 立件되다
입건하다 立件하다
입격 入格
입격되다 入格되다
입격하다 入格하다
입경 入京
입경 入境
입경하다 入京하다
입계 入啓
입계 粒界
입고 入庫
입고 立鼓
입고도 立高跳
입고되다 入庫되다
입고병 立枯病
입고병 立枯病
입고하다 入庫하다
입곡 入哭
입곡하다 入哭하다
입공 入貢
입공하다 入貢하다
입관 入官
입관 入棺
입관 入觀
입관 入關
입관 入館
입관되다 入棺되다
입관보리법 入官補吏法
입관하다 入棺하다
입교 入敎
입교 入校
입교되다 入校되다
입교식 入校式
입교하다 入敎하다
입교하다 入校하다
입구 入口
입구 入寇
입구자집 입口字집
입구하다 入寇하다
입국 入國
입국 入局
입국 立國
입국사증 入國査證
입국수속 入國手續
입국하다 入國하다
입국허가 入國許可
입궁 入宮
입궁하다 入宮하다
입권 立券
입궐 入闕
입궐하다 入闕하다
입귀 入歸
입근 入覲
입금 入金
